7942, 7942, 1892
7942, 7944, 1889
7942, 7945, 1886
7942, 7946, 1881
7942, 7947, 1879
7942, 7949, 1876
7942, 7950, 1874
7942, 7951, 1869
7942, 7952, 1866
7942, 7953, 1863
7942, 7955, 1860
7942, 7956, 1855
7942, 7957, 1852
7942, 7958, 1849
7942, 7960, 1846
7942, 7961, 1841
7942, 7962, 1837
7942, 7963, 1834
7942, 7965, 1830
7942, 7966, 1824
7942, 7967, 1821
7942, 7968, 1816
7942, 7970, 1813
7942, 7971, 1806
7942, 7972, 1802
7942, 7974, 1798
7942, 7975, 1794
7942, 7976, 1787
7942, 7977, 1782
7942, 7980, 1774
7942, 7981, 1768
7942, 7982, 1762
7942, 7984, 1758
7942, 7985, 1753
7942, 7986, 1745
7942, 7987, 1740
7942, 7989, 1735
7942, 7990, 1726
7942, 7991, 1720
7942, 7993, 1715
7942, 7994, 1707
7942, 7995, 1702
7942, 7997, 1696
7942, 7998, 1691
7942, 7999, 1682
7942, 8001, 1676
7942, 8002, 1671
7942, 8003, 1662
7942, 8004, 1656
7942, 8006, 1651
7942, 8007, 1643
7942, 8008, 1637
7942, 8010, 1631
7942, 8011, 1622
7942, 8012, 1618
7942, 8014, 1611
7942, 8015, 1602
7942, 8016, 1595
7942, 8018, 1591
7942, 8019, 1582
7942, 8020, 1576
7942, 8023, 1568
7942, 8024, 1559
7942, 8026, 1552
7942, 8027, 1546
7942, 8028, 1537
7942, 8030, 1530
7942, 8031, 1521
7942, 8032, 1515
7942, 8034, 1508
7942, 8035, 1500
7942, 8036, 1493
7942, 8038, 1488
7942, 8039, 1480
7942, 8040, 1473
7942, 8042, 1467
7942, 8043, 1458
7942, 8044, 1453
7942, 8046, 1447
7942, 8047, 1438
7942, 8048, 1433
7942, 8050, 1426
7942, 8051, 1417
7942, 8052, 1412
7942, 8054, 1406
7942, 8055, 1398
7942, 8056, 1391
7942, 8058, 1385
7942, 8059, 1377
7942, 8060, 1371
7942, 8062, 1365
7942, 8064, 1355
7942, 8065, 1349
7942, 8067, 1343
7942, 8068, 1335
7942, 8069, 1329
7942, 8071, 1323
7942, 8072, 1315
7942, 8073, 1309
7942, 8075, 1303
7942, 8076, 1297
7942, 8077, 1291
7942, 8079, 1285
7942, 8080, 1277
7942, 8081, 1271
7942, 8083, 1265
7942, 8084, 1258
7942, 8085, 1252
7942, 8087, 1244
7942, 8088, 1236
7942, 8089, 1230
7942, 8091, 1224
7942, 8092, 1217
7942, 8094, 1211
7942, 8095, 1205
7942, 8096, 1197
7942, 8098, 1191
7942, 8099, 1183
7942, 8100, 1178
7942, 8102, 1172
7942, 8103, 1165
7942, 8104, 1159
7942, 8107, 1152
7942, 8108, 1142
7942, 8109, 1137
7942, 8111, 1131
7942, 8112, 1121
7942, 8113, 1115
7942, 8115, 1110
7942, 8116, 1102
7942, 8117, 1097
7942, 8119, 1092
7942, 8120, 1084
7942, 8121, 1078
7942, 8123, 1072
7942, 8124, 1065
7942, 8126, 1059
